number,parameter_01,parameter_02(x_coordinate),parameter_03(y_coordinate),parameter_04,parameter_05,parameter_06,parameter_07,parameter_08,parameter_09,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,class(OK/NG)
295.0,L,11920.0,80.0,1248.0,0.0,0.0,704.0,12.82,1.682,58.0,34.0,54.77,32.56,0.0,0.0387,0.6329,OK
296.0,L,10740.0,80.0,1136.0,0.0,0.0,564.0,11.38,1.7297,54.0,36.0,53.24,30.78,0.0,0.0334,0.5844,OK
297.0,L,8756.0,78.0,992.0,0.0,0.0,380.0,10.39,1.015,40.0,40.0,38.18,37.62,0.0,0.0313,0.62,OK
298.0,L,10608.0,76.0,1036.0,0.0,0.0,524.0,11.14,1.2446,60.0,44.0,54.33,43.65,0.0,0.0331,0.3924,OK
299.0,L,8944.0,68.0,2212.0,0.0,0.0,1016.0,10.2,2.0,94.0,48.0,92.0,46.0,0.0,0.031,0.4902,OK
300.0,L,9046.0,64.0,2944.0,0.0,0.0,1684.0,11.72,1.1923,84.0,62.0,73.97,62.04,0.0,0.0366,0.5653,OK
301.0,L,5806.0,62.0,1064.0,0.0,0.0,512.0,12.38,3.5193,60.0,78.0,91.37,25.96,0.0,0.0517,0.2274,OK
302.0,L,8584.0,58.0,1280.0,0.0,0.0,644.0,10.67,2.5926,74.0,74.0,98.99,38.18,0.0,0.0338,0.2337,OK
303.0,L,4550.0,52.0,912.0,0.0,0.0,388.0,10.44,1.4974,64.0,74.0,73.77,49.27,0.0,0.0456,0.1926,OK
304.0,L,12388.0,44.0,1396.0,0.0,0.0,612.0,11.73,1.5083,46.0,66.0,62.43,41.39,0.0,0.0359,0.4598,OK
305.0,L,3632.0,42.0,1276.0,0.0,0.0,620.0,10.7,2.6731,98.0,44.0,103.35,38.66,0.0,0.0482,0.2959,OK
306.0,L,4416.0,40.0,2976.0,0.0,0.0,1272.0,13.75,1.2206,90.0,108.0,106.47,87.22,0.0,0.0599,0.3062,OK
307.0,L,4182.0,40.0,1732.0,0.0,0.0,892.0,11.23,4.2667,130.0,32.0,128.0,30.0,0.0,0.0487,0.4163,OK
308.0,L,4832.0,38.0,3124.0,0.0,0.0,1348.0,11.37,4.0416,170.0,44.0,168.15,41.61,0.0,0.0488,0.4176,OK
309.0,L,4732.0,38.0,1356.0,0.0,0.0,564.0,10.89,2.2708,94.0,66.0,107.93,47.53,0.0,0.048,0.2186,OK
310.0,L,5452.0,36.0,4284.0,0.0,0.0,1908.0,10.45,3.3077,174.0,54.0,172.0,52.0,0.0,0.043,0.4559,OK
311.0,L,5202.0,36.0,5132.0,0.0,0.0,2348.0,11.7,2.9826,196.0,74.0,195.99,65.71,0.0,0.0484,0.3538,OK
312.0,L,5904.0,34.0,3436.0,0.0,0.0,1496.0,11.35,1.8286,130.0,72.0,128.0,70.0,0.0,0.0463,0.3671,OK
313.0,L,5654.0,34.0,1860.0,0.0,0.0,936.0,11.56,1.1633,106.0,56.0,80.61,69.3,0.0,0.0476,0.3133,OK
314.0,L,6124.0,32.0,2408.0,0.0,0.0,1004.0,10.08,2.7896,140.0,62.0,142.53,51.1,0.0,0.0396,0.2774,OK
315.0,L,12924.0,30.0,1324.0,0.0,0.0,608.0,11.58,1.8491,56.0,68.0,77.43,41.88,0.0,0.0344,0.3477,OK
316.0,L,6896.0,30.0,4948.0,0.0,0.0,2156.0,12.02,2.5714,182.0,72.0,180.0,70.0,0.0,0.0445,0.3776,OK
317.0,L,6782.0,30.0,1304.0,0.0,0.0,516.0,10.27,1.3325,66.0,48.0,58.97,44.26,0.0,0.0386,0.4116,OK
318.0,L,6666.0,30.0,2692.0,0.0,0.0,1132.0,12.5,1.3158,78.0,102.0,100.0,76.0,0.0,0.049,0.3384,OK
319.0,L,7450.0,28.0,10696.0,0.0,0.0,4672.0,15.48,3.2018,334.0,106.0,331.4,103.5,0.0,0.0512,0.3021,OK
320.0,L,7248.0,28.0,3376.0,0.0,0.0,1284.0,11.82,1.0411,80.0,78.0,78.5,75.41,0.0,0.0429,0.541,OK
321.0,L,8036.0,26.0,4448.0,208.0,16.04,1588.0,15.66,1.475,82.0,120.0,118.0,80.0,0.0596,0.052,0.452,OK
322.0,L,7834.0,26.0,8940.0,0.0,0.0,4952.0,15.63,1.3019,140.0,108.0,138.0,106.0,0.0,0.0512,0.5913,OK
323.0,L,8144.0,24.0,3732.0,0.0,0.0,1656.0,14.43,1.1111,92.0,102.0,100.0,90.0,0.0,0.0468,0.3977,OK
324.0,L,9360.0,20.0,2616.0,0.0,0.0,1020.0,13.24,1.4529,80.0,102.0,98.39,67.72,0.0,0.0408,0.3206,OK
325.0,L,9188.0,20.0,3736.0,0.0,0.0,1764.0,13.56,1.3605,78.0,106.0,103.65,76.18,0.0,0.0427,0.4519,OK
326.0,L,11376.0,18.0,2364.0,0.0,0.0,1072.0,12.38,1.4429,66.0,92.0,89.03,61.7,0.0,0.037,0.3893,OK
327.0,L,9856.0,18.0,3340.0,0.0,0.0,1808.0,13.87,1.4589,76.0,108.0,106.16,72.77,0.0,0.0419,0.4069,OK
328.0,L,10468.0,16.0,3404.0,0.0,0.0,1648.0,13.51,1.5255,74.0,104.0,105.35,69.06,0.0,0.0412,0.4423,OK
329.0,D,9032.0,12700.0,1216.0,1068.0,8.31,0.0,0.0,1.8462,68.0,40.0,61.8,33.47,0.0311,0.0,0.4471,OK
330.0,D,8840.0,12698.0,1624.0,1108.0,7.51,0.0,0.0,1.1789,46.0,54.0,50.87,43.15,0.0252,0.0,0.6538,OK
331.0,D,7398.0,12682.0,1308.0,616.0,7.04,0.0,0.0,1.05,42.0,44.0,42.0,40.0,0.0189,0.0,0.7078,OK
332.0,D,7812.0,12670.0,1772.0,1216.0,9.41,0.0,0.0,2.1472,96.0,44.0,91.48,42.61,0.0258,0.0,0.4195,OK
333.0,D,3166.0,12664.0,1080.0,432.0,7.79,0.0,0.0,1.7083,42.0,48.0,51.86,30.36,0.0198,0.0,0.5357,OK
334.0,D,1934.0,12660.0,968.0,564.0,8.9,0.0,0.0,1.6471,36.0,58.0,56.0,34.0,0.0251,0.0,0.4636,OK
335.0,D,1412.0,12654.0,2044.0,1696.0,11.02,0.0,0.0,1.2083,50.0,60.0,58.0,48.0,0.0312,0.0,0.6813,OK
336.0,D,926.0,12652.0,1244.0,676.0,12.55,0.0,0.0,3.4545,24.0,78.0,76.0,22.0,0.0371,0.0,0.6645,OK
337.0,D,2840.0,12636.0,1120.0,588.0,10.03,0.0,0.0,2.5574,38.0,70.0,70.33,27.5,0.0257,0.0,0.4211,OK
338.0,D,8440.0,12634.0,2628.0,1640.0,9.57,0.0,0.0,1.8647,54.0,98.0,95.75,51.35,0.0292,0.0,0.4966,OK
339.0,D,7010.0,12620.0,3640.0,2180.0,8.98,0.0,0.0,1.5704,72.0,106.0,103.81,66.1,0.0224,0.0,0.4769,OK
340.0,D,4806.0,12614.0,2768.0,1868.0,12.21,0.0,0.0,2.675,44.0,108.0,106.93,39.97,0.0301,0.0,0.5825,OK
341.0,D,5308.0,12612.0,2120.0,1324.0,10.84,0.0,0.0,2.787,44.0,102.0,99.99,35.88,0.0273,0.0,0.4724,OK
342.0,D,3498.0,12606.0,2504.0,1608.0,9.88,0.0,0.0,2.375,50.0,116.0,114.0,48.0,0.0261,0.0,0.4317,OK
343.0,D,7618.0,12604.0,4724.0,2588.0,9.62,0.0,0.0,1.6412,78.0,124.0,123.26,75.1,0.0259,0.0,0.4884,OK
344.0,D,7398.0,12600.0,1240.0,776.0,9.6,0.0,0.0,1.2333,50.0,62.0,59.13,47.94,0.0258,0.0,0.4,OK
345.0,D,8224.0,12592.0,5392.0,3984.0,10.38,0.0,0.0,2.5185,56.0,138.0,136.0,54.0,0.031,0.0,0.6977,OK
346.0,D,8002.0,12592.0,3768.0,2776.0,9.16,0.0,0.0,3.3362,50.0,154.0,152.04,45.57,0.0259,0.0,0.4894,OK
347.0,D,5654.0,12586.0,3436.0,2140.0,10.59,0.0,0.0,2.3539,58.0,130.0,127.33,54.09,0.0259,0.0,0.4557,OK
348.0,L,6542.0,12578.0,944.0,0.0,0.0,464.0,9.13,3.6,22.0,74.0,72.0,20.0,0.0,0.0228,0.5799,OK
349.0,D,8638.0,12574.0,5268.0,3520.0,9.7,0.0,0.0,2.3346,72.0,160.0,159.42,68.29,0.031,0.0,0.4573,OK
350.0,D,8840.0,12572.0,944.0,608.0,9.09,0.0,0.0,1.9255,38.0,58.0,57.57,29.9,0.0303,0.0,0.4283,OK
351.0,D,1422.0,12558.0,1360.0,976.0,10.78,0.0,0.0,2.3571,30.0,68.0,66.0,28.0,0.0311,0.0,0.6667,OK
352.0,L,1500.0,12554.0,2220.0,0.0,0.0,1112.0,11.21,1.9615,54.0,104.0,102.0,52.0,0.0,0.0294,0.3953,OK
353.0,D,4904.0,12494.0,4800.0,2836.0,13.19,0.0,0.0,4.9476,56.0,230.0,226.77,45.84,0.0327,0.0,0.3727,OK
354.0,D,3758.0,12482.0,9196.0,7412.0,13.55,0.0,0.0,3.6386,76.0,248.0,245.99,67.61,0.034,0.0,0.4879,OK
355.0,L,1498.0,12476.0,1408.0,0.0,0.0,696.0,8.99,1.0476,46.0,44.0,44.0,42.0,0.0,0.024,0.6957,OK
356.0,D,1586.0,12472.0,8484.0,6232.0,13.41,0.0,0.0,3.5,78.0,268.0,266.0,76.0,0.0403,0.0,0.4059,OK
357.0,L,7930.0,12458.0,2440.0,0.0,0.0,1588.0,12.89,1.6154,54.0,86.0,84.0,52.0,0.0,0.0332,0.5254,OK
358.0,L,3868.0,12384.0,1364.0,0.0,0.0,616.0,9.27,2.2476,34.0,70.0,68.41,30.44,0.0,0.0212,0.5731,OK
359.0,L,6104.0,12376.0,1344.0,0.0,0.0,828.0,11.03,1.4938,50.0,56.0,59.59,39.89,0.0,0.0247,0.48,OK
360.0,D,1622.0,12356.0,1392.0,1004.0,10.44,0.0,0.0,3.4914,30.0,98.0,95.7,27.41,0.0329,0.0,0.4735,OK
361.0,L,7714.0,12352.0,3708.0,0.0,0.0,1620.0,12.13,2.8336,62.0,166.0,165.73,58.49,0.0,0.0302,0.3603,OK
362.0,L,7120.0,12346.0,6360.0,0.0,0.0,3260.0,12.63,3.4241,60.0,200.0,198.16,57.87,0.0,0.0291,0.53,OK
363.0,L,7934.0,12324.0,2084.0,0.0,0.0,1204.0,13.38,1.9103,50.0,84.0,83.12,43.51,0.0,0.0343,0.4962,OK
364.0,L,1486.0,12256.0,7952.0,0.0,0.0,3208.0,12.34,2.7188,76.0,200.0,198.26,72.92,0.0,0.034,0.5232,OK
365.0,L,8742.0,12234.0,1044.0,0.0,0.0,592.0,11.0,1.5128,56.0,38.0,52.77,34.88,0.0,0.031,0.4906,OK
366.0,L,6108.0,12190.0,1264.0,0.0,0.0,520.0,10.11,2.2621,38.0,72.0,74.14,32.78,0.0,0.0226,0.462,OK
367.0,L,7924.0,12184.0,3232.0,0.0,0.0,1960.0,13.69,2.0933,56.0,106.0,104.03,49.69,0.0,0.0348,0.5445,OK
368.0,L,8922.0,12174.0,1008.0,0.0,0.0,740.0,11.55,1.7143,74.0,42.0,66.56,38.83,0.0,0.034,0.3243,OK
369.0,L,1500.0,12162.0,1844.0,0.0,0.0,1348.0,12.05,1.4473,60.0,58.0,64.7,44.7,0.0,0.0338,0.5299,OK
370.0,L,7934.0,12092.0,1620.0,0.0,0.0,728.0,12.6,1.3135,48.0,58.0,54.79,41.71,0.0,0.0317,0.5819,OK
371.0,L,7722.0,12090.0,1484.0,0.0,0.0,760.0,11.47,1.2176,56.0,60.0,60.17,49.42,0.0,0.0281,0.4417,OK
372.0,L,1492.0,12058.0,1448.0,0.0,0.0,772.0,10.57,1.5376,68.0,40.0,61.84,40.22,0.0,0.0303,0.5324,OK
373.0,D,1618.0,12052.0,5420.0,3660.0,12.57,0.0,0.0,7.43,40.0,278.0,276.03,37.15,0.0407,0.0,0.4874,OK
374.0,L,7122.0,12046.0,5448.0,0.0,0.0,2868.0,11.47,4.9303,52.0,238.0,236.62,47.99,0.0,0.0262,0.4402,OK
375.0,L,1474.0,11954.0,3660.0,0.0,0.0,2424.0,12.82,1.1585,88.0,78.0,84.66,73.08,0.0,0.0372,0.5332,OK
376.0,L,7122.0,11934.0,2132.0,0.0,0.0,1216.0,11.73,1.671,48.0,74.0,73.81,44.17,0.0,0.0267,0.6002,OK
377.0,L,7738.0,11930.0,1096.0,0.0,0.0,400.0,9.48,1.7219,34.0,56.0,53.96,31.33,0.0,0.023,0.5756,OK
378.0,D,3774.0,11926.0,12680.0,8096.0,14.52,0.0,0.0,12.8514,46.0,538.0,536.26,41.73,0.0373,0.0,0.5124,OK
379.0,D,8224.0,11892.0,3480.0,1944.0,12.4,0.0,0.0,2.9319,48.0,136.0,134.24,45.79,0.0352,0.0,0.5331,OK
380.0,L,7922.0,11842.0,1668.0,0.0,0.0,1060.0,12.82,1.0197,58.0,76.0,59.48,58.33,0.0,0.0318,0.3784,OK
381.0,L,1490.0,11812.0,2400.0,0.0,0.0,1176.0,10.7,1.5849,74.0,86.0,89.9,56.73,0.0,0.0318,0.3771,OK
382.0,L,6112.0,11808.0,1612.0,0.0,0.0,816.0,10.15,2.4127,40.0,82.0,82.57,34.22,0.0,0.0226,0.4915,OK
383.0,D,8222.0,11800.0,1116.0,808.0,12.1,0.0,0.0,1.2941,46.0,36.0,44.0,34.0,0.0338,0.0,0.6739,OK
384.0,D,3778.0,11782.0,1540.0,884.0,12.54,0.0,0.0,2.5294,36.0,88.0,86.0,34.0,0.0333,0.0,0.4861,OK
385.0,L,8132.0,11742.0,1172.0,0.0,0.0,640.0,9.13,1.9943,44.0,84.0,82.79,41.51,0.0,0.0226,0.3171,OK
386.0,L,1486.0,11696.0,988.0,0.0,0.0,456.0,10.6,2.1673,74.0,50.0,78.09,36.03,0.0,0.0325,0.267,OK
387.0,L,7112.0,11678.0,6412.0,0.0,0.0,3412.0,12.51,3.8621,60.0,222.0,220.4,57.07,0.0,0.0284,0.4814,OK
388.0,L,3872.0,11672.0,1148.0,0.0,0.0,680.0,9.32,1.0417,52.0,50.0,50.0,48.0,0.0,0.0224,0.4415,OK
389.0,D,3780.0,11640.0,2052.0,1296.0,12.49,0.0,0.0,3.513,34.0,112.0,110.0,31.31,0.0337,0.0,0.5389,OK
390.0,D,8230.0,11622.0,1056.0,548.0,10.9,0.0,0.0,2.0094,36.0,68.0,65.65,32.67,0.03,0.0,0.4314,OK
391.0,L,9344.0,11556.0,2048.0,0.0,0.0,1020.0,11.92,1.1026,58.0,68.0,62.57,56.75,0.0,0.0356,0.5193,OK
392.0,D,3778.0,11536.0,1536.0,832.0,11.75,0.0,0.0,2.5039,36.0,86.0,84.18,33.62,0.0323,0.0,0.4961,OK
393.0,L,7114.0,11506.0,4456.0,0.0,0.0,2540.0,12.02,2.8148,56.0,154.0,152.0,54.0,0.0,0.0272,0.5167,OK
394.0,D,8228.0,11490.0,1048.0,668.0,12.31,0.0,0.0,1.1709,52.0,48.0,50.82,43.41,0.0333,0.0,0.4199,OK
395.0,L,9340.0,11408.0,2560.0,0.0,0.0,1156.0,11.33,1.5554,58.0,90.0,87.16,56.04,0.0,0.0328,0.4904,OK
396.0,L,7704.0,11408.0,1596.0,0.0,0.0,1016.0,12.26,1.5714,68.0,44.0,66.0,42.0,0.0,0.0289,0.5334,OK
397.0,L,7916.0,11404.0,5520.0,0.0,0.0,2808.0,13.12,3.7185,62.0,198.0,197.64,53.15,0.0,0.0316,0.4497,OK
398.0,L,10826.0,11384.0,936.0,0.0,0.0,808.0,11.54,1.7692,28.0,48.0,46.0,26.0,0.0,0.0512,0.6964,OK
399.0,L,8740.0,11372.0,3208.0,0.0,0.0,1512.0,11.12,2.9428,58.0,160.0,160.44,54.52,0.0,0.0279,0.3457,OK
400.0,L,8922.0,11362.0,1832.0,0.0,0.0,876.0,9.65,2.0909,46.0,94.0,92.0,44.0,0.0,0.025,0.4237,OK
401.0,D,3772.0,11348.0,2336.0,1120.0,12.96,0.0,0.0,3.3511,44.0,128.0,125.37,37.41,0.0366,0.0,0.4148,OK
402.0,D,1622.0,11344.0,8092.0,5348.0,13.33,0.0,0.0,19.1557,30.0,536.0,534.03,27.88,0.0482,0.0,0.5032,OK
403.0,D,8228.0,11336.0,1480.0,820.0,11.21,0.0,0.0,2.2105,40.0,86.0,84.0,38.0,0.03,0.0,0.4302,OK
404.0,L,7712.0,11290.0,1444.0,0.0,0.0,948.0,12.54,1.479,62.0,46.0,62.01,41.93,0.0,0.0294,0.5063,OK
405.0,D,8636.0,11276.0,1016.0,552.0,10.88,0.0,0.0,2.082,38.0,68.0,68.62,32.96,0.0293,0.0,0.3932,OK
406.0,L,7112.0,11260.0,5748.0,0.0,0.0,3228.0,11.86,3.5862,60.0,210.0,208.0,58.0,0.0,0.0268,0.4562,OK
407.0,L,9348.0,11258.0,1532.0,0.0,0.0,956.0,10.58,1.6611,44.0,70.0,68.58,41.29,0.0,0.0297,0.4974,OK
408.0,D,4412.0,11258.0,55552.0,42060.0,16.04,0.0,0.0,22.3974,68.0,1480.0,1477.99,65.99,0.0414,0.0,0.552,OK
409.0,D,8216.0,11212.0,1752.0,956.0,12.36,0.0,0.0,1.9608,48.0,82.0,78.78,40.18,0.0326,0.0,0.4451,OK
410.0,L,7718.0,11154.0,1384.0,0.0,0.0,676.0,11.39,1.6361,48.0,60.0,65.2,39.85,0.0,0.0266,0.4806,OK
411.0,L,7130.0,11150.0,1328.0,0.0,0.0,644.0,11.74,1.05,44.0,42.0,42.0,40.0,0.0,0.0266,0.7186,OK
412.0,L,6410.0,11128.0,1404.0,0.0,0.0,808.0,6.28,1.2766,48.0,50.0,51.69,40.49,0.0,0.0157,0.585,OK
413.0,L,8112.0,11112.0,2616.0,0.0,0.0,1296.0,11.18,1.4253,70.0,94.0,94.37,66.21,0.0,0.0264,0.3976,OK
414.0,D,8224.0,11104.0,1744.0,1140.0,12.5,0.0,0.0,2.3194,40.0,88.0,86.92,37.48,0.0328,0.0,0.4955,OK
415.0,L,9348.0,11094.0,1232.0,0.0,0.0,616.0,10.24,1.28,52.0,66.0,64.0,50.0,0.0,0.028,0.359,OK
416.0,L,8724.0,11082.0,2304.0,0.0,0.0,1208.0,10.98,1.537,74.0,100.0,97.32,63.32,0.0,0.0266,0.3114,OK
417.0,L,7920.0,11070.0,3320.0,0.0,0.0,1956.0,11.5,2.9891,48.0,140.0,137.62,46.04,0.0,0.0271,0.494,OK
418.0,L,8540.0,11052.0,2992.0,0.0,0.0,1232.0,9.3,3.32,52.0,168.0,166.0,50.0,0.0,0.022,0.3425,OK
419.0,L,8110.0,10982.0,1096.0,0.0,0.0,480.0,10.55,2.6228,70.0,32.0,69.99,26.69,0.0,0.0246,0.4893,OK
420.0,L,7704.0,10966.0,4832.0,0.0,0.0,2280.0,12.25,2.5581,66.0,152.0,151.86,59.36,0.0,0.0285,0.4817,OK
421.0,L,8924.0,10940.0,1872.0,0.0,0.0,760.0,10.07,1.4956,60.0,86.0,85.02,56.85,0.0,0.0248,0.3628,OK
422.0,L,7910.0,10920.0,3164.0,0.0,0.0,1652.0,11.58,2.5723,54.0,132.0,130.4,50.69,0.0,0.0271,0.4439,OK
423.0,D,8004.0,10876.0,1808.0,956.0,12.09,0.0,0.0,4.3119,28.0,106.0,104.51,24.24,0.0307,0.0,0.6092,OK
424.0,L,8922.0,10826.0,1472.0,0.0,0.0,676.0,9.88,2.227,50.0,84.0,84.05,37.74,0.0,0.0239,0.3505,OK
425.0,D,8642.0,10822.0,1356.0,700.0,12.83,0.0,0.0,1.1364,46.0,52.0,50.0,44.0,0.0329,0.0,0.5669,OK
426.0,L,8520.0,10798.0,1104.0,0.0,0.0,520.0,10.28,3.1088,70.0,46.0,78.85,25.36,0.0,0.0237,0.3429,OK
427.0,L,7710.0,10788.0,2112.0,0.0,0.0,920.0,12.05,1.8625,62.0,110.0,108.34,58.17,0.0,0.0278,0.3097,OK
428.0,L,8736.0,10764.0,964.0,0.0,0.0,548.0,9.53,1.2241,52.0,54.0,55.65,45.47,0.0,0.0222,0.3433,OK
429.0,L,9332.0,10752.0,3224.0,0.0,0.0,1536.0,12.17,1.4981,68.0,96.0,95.51,63.75,0.0,0.0316,0.4939,OK
430.0,L,8742.0,10708.0,1336.0,0.0,0.0,592.0,10.25,1.3407,56.0,48.0,56.55,42.18,0.0,0.0238,0.497,OK
431.0,L,10836.0,10706.0,996.0,0.0,0.0,560.0,10.54,4.875,18.0,80.0,78.0,16.0,0.0,0.0426,0.6917,OK
432.0,L,7110.0,10706.0,11680.0,0.0,0.0,6192.0,13.49,6.771,68.0,422.0,420.83,62.15,0.0,0.0306,0.407,OK
433.0,L,8930.0,10674.0,1004.0,0.0,0.0,436.0,7.99,1.4,32.0,44.0,42.0,30.0,0.0,0.0189,0.7131,OK
434.0,L,8518.0,10642.0,1688.0,0.0,0.0,540.0,10.13,2.0,70.0,36.0,68.0,34.0,0.0,0.0232,0.6698,OK
435.0,L,9338.0,10618.0,2676.0,0.0,0.0,1320.0,10.85,2.4542,50.0,116.0,114.73,46.75,0.0,0.0276,0.4614,OK
436.0,D,8218.0,10608.0,11024.0,6144.0,13.36,0.0,0.0,10.0457,52.0,486.0,483.85,48.16,0.0344,0.0,0.4362,OK
437.0,L,6708.0,10570.0,992.0,0.0,0.0,576.0,11.44,1.4167,54.0,38.0,50.51,35.65,0.0,0.0271,0.4834,OK
438.0,D,8638.0,10508.0,1048.0,564.0,12.1,0.0,0.0,2.0642,36.0,70.0,68.34,33.11,0.0303,0.0,0.4159,OK
439.0,L,10834.0,10506.0,1224.0,0.0,0.0,672.0,11.1,4.6667,20.0,86.0,84.0,18.0,0.0,0.0432,0.7116,OK
440.0,D,8228.0,10506.0,1352.0,664.0,11.8,0.0,0.0,1.8235,36.0,64.0,62.0,34.0,0.0302,0.0,0.5868,OK
441.0,L,7910.0,10490.0,8376.0,0.0,0.0,4832.0,12.57,6.4124,60.0,372.0,369.9,57.69,0.0,0.0293,0.3753,OK
442.0,L,8110.0,10474.0,3360.0,0.0,0.0,1860.0,11.32,2.0299,70.0,136.0,134.25,66.14,0.0,0.0261,0.3529,OK
443.0,L,7702.0,10450.0,8836.0,0.0,0.0,4556.0,13.63,3.9451,70.0,270.0,268.1,67.96,0.0,0.0316,0.4675,OK
444.0,L,7100.0,10436.0,6828.0,0.0,0.0,3404.0,12.86,3.9249,72.0,242.0,243.36,62.0,0.0,0.0296,0.3919,OK
445.0,L,7916.0,10420.0,1072.0,0.0,0.0,620.0,11.05,1.1398,44.0,46.0,45.41,39.84,0.0,0.0259,0.5296,OK
446.0,D,7996.0,10380.0,2192.0,1232.0,12.74,0.0,0.0,4.3963,34.0,136.0,135.09,30.73,0.0323,0.0,0.474,OK
447.0,D,7796.0,10376.0,2124.0,940.0,16.73,0.0,0.0,1.7203,70.0,42.0,67.43,39.2,0.0428,0.0,0.7224,OK
